#GBE_ID	pop
cancer1039	white_british
cancer1039	non_british_white
cancer1039	related
cancer1039	others
cancer1040	white_british
cancer1040	non_british_white
cancer1040	related
cancer1040	others
cancer1041	white_british
cancer1041	non_british_white
cancer1041	related
cancer1041	others
cancer1043	white_british
cancer1043	related
cancer1043	others
cancer1044	white_british
cancer1044	non_british_white
cancer1044	african
cancer1044	related
cancer1044	others
cancer1045	white_british
cancer1045	related
cancer1045	others
cancer1047	white_british
cancer1047	non_british_white
cancer1047	related
cancer1047	others
cancer1048	white_british
cancer1048	related
cancer1048	others
cancer1050	white_british
cancer1050	related
cancer1050	others
cancer1052	white_british
cancer1052	related
cancer1052	others
cancer1053	white_british
cancer1053	non_british_white
cancer1053	related
cancer1053	others
cancer1055	white_british
cancer1055	related
cancer1055	others
cancer1056	white_british
cancer1056	related
cancer1056	others
cancer1059	white_british
cancer1059	non_british_white
cancer1059	related
cancer1059	others
cancer1060	white_british
cancer1060	non_british_white
cancer1060	related
cancer1060	others
cancer1063	white_british
cancer1063	related
cancer1063	others
cancer1064	white_british
cancer1064	related
cancer1064	others
cancer1065	white_british
cancer1065	related
cancer1065	others
cancer1068	white_british
cancer1068	related
cancer1068	others
cancer1074	white_british
cancer1074	related
cancer1074	others
cancer1077	white_british
cancer1077	related
cancer1077	others
cancer1084	white_british
cancer1084	non_british_white
cancer1084	related
cancer1084	others
cancer1085	white_british
cancer1085	non_british_white
cancer1085	related
cancer1085	others
cancer1086	white_british
cancer1086	related
cancer1086	others
FH1001	white_british
FH1001	non_british_white
FH1001	african
FH1001	s_asian
FH1001	e_asian
FH1001	related
FH1001	others
FH1002	white_british
FH1002	non_british_white
FH1002	african
FH1002	s_asian
FH1002	e_asian
FH1002	related
FH1002	others
FH1019	white_british
FH1019	non_british_white
FH1019	african
FH1019	s_asian
FH1019	e_asian
FH1019	related
FH1019	others
FH1044	white_british
FH1044	non_british_white
FH1044	african
FH1044	s_asian
FH1044	e_asian
FH1044	related
FH1044	others
FH1065	white_british
FH1065	non_british_white
FH1065	african
FH1065	s_asian
FH1065	e_asian
FH1065	related
FH1065	others
FH1113	white_british
FH1113	non_british_white
FH1113	african
FH1113	s_asian
FH1113	e_asian
FH1113	related
FH1113	others
FH1220	white_british
FH1220	non_british_white
FH1220	african
FH1220	s_asian
FH1220	e_asian
FH1220	related
FH1220	others
FH1262	white_british
FH1262	non_british_white
FH1262	african
FH1262	s_asian
FH1262	e_asian
FH1262	related
FH1262	others
FH1263	white_british
FH1263	non_british_white
FH1263	african
FH1263	s_asian
FH1263	e_asian
FH1263	related
FH1263	others
FH1286	white_british
FH1286	non_british_white
FH1286	african
FH1286	s_asian
FH1286	e_asian
FH1286	related
FH1286	others
HC0	white_british
HC0	non_british_white
HC0	african
HC0	s_asian
HC0	related
HC0	others
HC1000	white_british
HC1000	non_british_white
HC1000	related
HC1000	others
HC1001	white_british
HC1001	non_british_white
HC1001	african
HC1001	s_asian
HC1001	related
HC1001	others
HC1002	white_british
HC1002	non_british_white
HC1002	african
HC1002	s_asian
HC1002	e_asian
HC1002	related
HC1002	others
HC1003	white_british
HC1003	non_british_white
HC1003	african
HC1003	s_asian
HC1003	e_asian
HC1003	related
HC1003	others
HC1004	white_british
HC1004	non_british_white
HC1004	african
HC1004	s_asian
HC1004	e_asian
HC1004	related
HC1004	others
HC1005	white_british
HC1005	non_british_white
HC1005	african
HC1005	s_asian
HC1005	related
HC1005	others
HC1006	white_british
HC1006	non_british_white
HC1007	white_british
HC1007	non_british_white
HC1007	african
HC1007	s_asian
HC1007	e_asian
HC1007	related
HC1007	others
HC1008	white_british
HC1009	white_british
HC1009	non_british_white
HC1009	african
HC1009	s_asian
HC1009	related
HC1009	others
HC100	white_british
HC100	related
HC100	others
HC1010	white_british
HC1010	non_british_white
HC1010	african
HC1010	s_asian
HC1010	e_asian
HC1010	related
HC1010	others
HC1011	white_british
HC1011	related
HC1011	others
HC1012	white_british
HC1012	non_british_white
HC1012	related
HC1012	others
HC1013	white_british
HC1013	related
HC1013	others
HC1014	white_british
HC1014	non_british_white
HC1014	african
HC1014	s_asian
HC1014	related
HC1014	others
HC1015	white_british
HC1016	white_british
HC1016	related
HC1016	others
HC1017	white_british
HC1017	non_british_white
HC1017	african
HC1017	s_asian
HC1017	e_asian
HC1017	related
HC1017	others
HC1018	white_british
HC1018	non_british_white
HC1018	african
HC1018	s_asian
HC1018	e_asian
HC1018	related
HC1018	others
HC1019	white_british
HC101	white_british
HC101	non_british_white
HC101	related
HC101	others
HC1020	white_british
HC1020	non_british_white
HC1020	african
HC1020	s_asian
HC1020	e_asian
HC1020	related
HC1020	others
HC1021	white_british
HC1021	non_british_white
HC1021	african
HC1021	s_asian
HC1021	e_asian
HC1021	related
HC1021	others
HC1022	white_british
HC1022	non_british_white
HC1022	african
HC1022	s_asian
HC1022	e_asian
HC1022	related
HC1022	others
HC1023	white_british
HC1023	non_british_white
HC1023	african
HC1023	s_asian
HC1023	e_asian
HC1023	related
HC1023	others
HC1024	white_british
HC1024	non_british_white
HC1024	african
HC1024	s_asian
HC1024	related
HC1024	others
HC1025	white_british
HC1025	non_british_white
HC1025	african
HC1025	s_asian
HC1025	e_asian
HC1025	related
HC1025	others
HC1026	white_british
HC1026	non_british_white
HC1026	african
HC1026	s_asian
HC1026	related
HC1026	others
HC1027	white_british
HC1027	non_british_white
HC1027	african
HC1027	related
HC1027	others
HC1028	white_british
HC1028	non_british_white
HC1028	related
HC1028	others
HC1029	white_british
HC1029	non_british_white
HC1029	african
HC1029	s_asian
HC1029	related
HC1029	others
HC102	white_british
HC102	non_british_white
HC102	african
HC102	s_asian
HC102	related
HC102	others
HC1030	white_british
HC1030	non_british_white
HC1030	african
HC1030	s_asian
HC1030	related
HC1030	others
HC1031	white_british
HC1031	non_british_white
HC1031	african
HC1031	s_asian
HC1031	related
HC1031	others
HC1032	white_british
HC1033	white_british
HC1033	non_british_white
HC1033	related
HC1033	others
HC1034	white_british
HC1034	non_british_white
HC1034	african
HC1034	s_asian
HC1034	related
HC1034	others
HC1035	white_british
HC1035	non_british_white
HC1035	african
HC1035	s_asian
HC1035	e_asian
HC1035	related
HC1035	others
HC1036	white_british
HC1036	non_british_white
HC1036	african
HC1036	s_asian
HC1036	e_asian
HC1036	related
HC1036	others
HC1037	white_british
HC1037	non_british_white
HC1037	african
HC1037	related
HC1037	others
HC1038	white_british
HC1038	non_british_white
HC1038	african
HC1038	s_asian
HC1038	related
HC1038	others
HC1039	white_british
HC103	white_british
HC103	non_british_white
HC103	african
HC103	s_asian
HC103	related
HC103	others
HC1040	white_british
HC1040	non_british_white
HC1040	related
HC1040	others
HC1041	white_british
HC1042	white_british
HC1043	white_british
HC1045	white_british
HC1045	related
HC1045	others
HC1046	white_british
HC1047	white_british
HC1047	non_british_white
HC1047	african
HC1047	s_asian
HC1047	related
HC1047	others
HC1048	white_british
HC1049	white_british
HC1049	s_asian
HC1049	related
HC1049	others
HC104	white_british
HC104	non_british_white
HC104	african
HC104	s_asian
HC104	related
HC104	others
HC1050	white_british
HC1050	non_british_white
HC1050	s_asian
HC1050	related
HC1050	others
HC1051	white_british
HC1052	white_british
HC1052	non_british_white
HC1052	african
HC1052	s_asian
HC1052	related
HC1052	others
HC1053	white_british
HC1053	related
HC1053	others
HC1054	white_british
HC1054	non_british_white
HC1054	related
HC1054	others
HC1055	white_british
HC1055	non_british_white
HC1055	african
HC1055	s_asian
HC1055	e_asian
HC1055	related
HC1055	others
HC1056	white_british
HC1056	non_british_white
HC1056	related
HC1056	others
HC1057	white_british
HC1057	non_british_white
HC1057	related
HC1057	others
HC1058	white_british
HC1058	non_british_white
HC1058	african
HC1058	s_asian
HC1058	related
HC1058	others
HC1059	white_british
HC1059	non_british_white
HC1059	s_asian
HC1059	related
HC1059	others
HC105	white_british
HC105	non_british_white
HC105	s_asian
HC105	related
HC105	others
HC1060	white_british
HC1060	non_british_white
HC1060	s_asian
HC1060	related
HC1060	others
HC1061	white_british
HC1061	non_british_white
HC1061	african
HC1061	s_asian
HC1061	related
HC1061	others
HC1062	white_british
HC1062	non_british_white
HC1062	african
HC1062	s_asian
HC1062	e_asian
HC1062	related
HC1062	others
HC1063	white_british
HC1063	non_british_white
HC1063	related
HC1063	others
HC1064	white_british
HC1064	related
HC1064	others
HC1065	white_british
HC1065	non_british_white
HC1065	african
HC1065	s_asian
HC1065	related
HC1065	others
HC1066	white_british
HC1066	non_british_white
HC1066	african
HC1066	s_asian
HC1066	related
HC1066	others
HC1067	white_british
HC1068	white_british
HC1068	non_british_white
HC1068	african
HC1068	s_asian
HC1068	e_asian
HC1068	related
HC1068	others
HC1069	white_british
HC1069	non_british_white
HC1069	african
HC1069	s_asian
HC1069	e_asian
HC1069	related
HC1069	others
HC106	white_british
HC106	non_british_white
HC106	african
HC106	s_asian
HC106	related
HC106	others
HC1070	white_british
HC1070	non_british_white
HC1070	african
HC1070	s_asian
HC1070	related
HC1070	others
HC1071	white_british
HC1071	non_british_white
HC1071	african
HC1071	s_asian
HC1071	related
HC1071	others
HC1072	white_british
HC1072	non_british_white
HC1072	african
HC1072	s_asian
HC1072	related
HC1072	others
HC1073	white_british
HC1073	non_british_white
HC1073	s_asian
HC1073	related
HC1073	others
HC1074	white_british
HC1074	non_british_white
HC1074	african
HC1074	s_asian
HC1074	related
HC1074	others
HC1075	white_british
HC1075	non_british_white
HC1075	african
HC1075	s_asian
HC1075	related
HC1075	others
HC1076	white_british
HC1076	non_british_white
HC1076	african
HC1076	s_asian
HC1076	related
HC1076	others
HC1077	white_british
HC1077	non_british_white
HC1077	african
HC1077	s_asian
HC1077	e_asian
HC1077	related
HC1077	others
HC1078	white_british
HC1078	non_british_white
HC1078	african
HC1078	s_asian
HC1078	related
HC1078	others
HC1079	white_british
HC1079	non_british_white
HC1079	african
HC1079	s_asian
HC1079	e_asian
HC1079	related
HC1079	others
HC107	white_british
HC107	non_british_white
HC107	s_asian
HC107	related
HC107	others
HC1080	white_british
HC1080	non_british_white
HC1080	african
HC1080	s_asian
HC1080	e_asian
HC1080	related
HC1080	others
HC1081	white_british
HC1081	non_british_white
HC1081	african
HC1081	s_asian
HC1081	e_asian
HC1081	related
HC1081	others
HC1082	white_british
HC1083	white_british
HC1083	non_british_white
HC1083	african
HC1083	s_asian
HC1083	e_asian
HC1083	related
HC1083	others
HC1084	white_british
HC1084	non_british_white
HC1084	african
HC1084	s_asian
HC1084	e_asian
HC1084	related
HC1084	others
HC1085	white_british
HC1085	non_british_white
HC1085	african
HC1085	s_asian
HC1085	related
HC1085	others
HC1086	white_british
HC1087	white_british
HC1087	non_british_white
HC1087	african
HC1087	s_asian
HC1087	e_asian
HC1087	related
HC1087	others
HC1088	white_british
HC1088	non_british_white
HC1088	african
HC1088	s_asian
HC1088	e_asian
HC1088	related
HC1088	others
HC1089	white_british
HC1089	non_british_white
HC1089	african
HC1089	s_asian
HC1089	e_asian
HC1089	related
HC1089	others
HC108	white_british
HC1090	white_british
HC1090	non_british_white
HC1090	african
HC1090	s_asian
HC1090	related
HC1090	others
HC1091	white_british
HC1091	related
HC1091	others
HC1092	white_british
HC1092	non_british_white
HC1092	african
HC1092	s_asian
HC1092	related
HC1092	others
HC1093	white_british
HC1093	non_british_white
HC1093	related
HC1093	others
HC1094	white_british
HC1094	non_british_white
HC1094	african
HC1094	s_asian
HC1094	e_asian
HC1094	related
HC1094	others
HC1095	white_british
HC1095	non_british_white
HC1095	related
HC1095	others
HC1096	white_british
HC1096	non_british_white
HC1096	african
HC1096	s_asian
HC1096	e_asian
HC1096	related
HC1096	others
HC1097	white_british
HC1097	non_british_white
HC1097	african
HC1097	s_asian
HC1097	related
HC1097	others
HC1098	white_british
HC1098	non_british_white
HC1098	african
HC1098	s_asian
HC1098	e_asian
HC1098	related
HC1098	others
HC1099	white_british
HC1099	non_british_white
HC1099	related
HC1099	others
HC109	white_british
HC109	non_british_white
HC109	african
HC109	s_asian
HC109	related
HC109	others
HC10	white_british
HC10	related
HC10	others
HC1100	white_british
HC1100	non_british_white
HC1100	african
HC1100	s_asian
HC1100	related
HC1100	others
HC1101	white_british
HC1101	non_british_white
HC1101	african
HC1101	s_asian
HC1101	related
HC1101	others
HC1102	white_british
HC1102	non_british_white
HC1102	african
HC1102	s_asian
HC1102	e_asian
HC1102	related
HC1102	others
HC1103	white_british
HC1103	non_british_white
HC1103	african
HC1103	s_asian
HC1103	e_asian
HC1103	related
HC1103	others
HC1104	white_british
HC1104	non_british_white
HC1104	african
HC1104	s_asian
HC1104	related
HC1104	others
HC1105	white_british
HC1105	non_british_white
HC1105	african
HC1105	s_asian
HC1105	related
HC1105	others
HC1106	white_british
HC1106	non_british_white
HC1106	african
HC1106	s_asian
HC1106	e_asian
HC1106	related
HC1106	others
HC1107	white_british
HC1107	non_british_white
HC1107	african
HC1107	s_asian
HC1107	e_asian
HC1107	related
HC1107	others
HC1108	white_british
HC1108	non_british_white
HC1108	african
HC1108	s_asian
HC1108	e_asian
HC1108	related
HC1108	others
HC1109	white_british
HC1109	non_british_white
HC1109	african
HC1109	s_asian
HC1109	e_asian
HC1109	related
HC1109	others
HC110	white_british
HC110	non_british_white
HC110	african
HC110	s_asian
HC110	e_asian
HC110	related
HC110	others
HC1110	white_british
HC1110	non_british_white
HC1110	african
HC1110	s_asian
HC1110	related
HC1110	others
HC1111	white_british
HC1111	non_british_white
HC1111	african
HC1111	s_asian
HC1111	e_asian
HC1111	related
HC1111	others
HC1112	white_british
HC1112	non_british_white
HC1112	african
HC1112	s_asian
HC1112	e_asian
HC1112	related
HC1112	others
HC1113	white_british
HC1113	non_british_white
HC1113	african
HC1113	s_asian
HC1113	e_asian
HC1113	related
HC1113	others
HC1114	white_british
HC1114	non_british_white
HC1114	african
HC1114	s_asian
HC1114	related
HC1114	others
HC1115	white_british
HC1115	non_british_white
HC1115	african
HC1115	s_asian
HC1115	related
HC1115	others
HC1117	white_british
HC1117	non_british_white
HC1117	african
HC1117	s_asian
HC1117	related
HC1117	others
HC1118	white_british
HC1118	non_british_white
HC1119	white_british
HC1119	non_british_white
HC1119	african
HC1119	s_asian
HC1119	related
HC1119	others
HC111	white_british
HC1120	white_british
HC1120	non_british_white
HC1120	african
HC1120	related
HC1120	others
HC1121	white_british
HC1121	non_british_white
HC1121	african
HC1121	s_asian
HC1121	related
HC1121	others
HC1122	white_british
HC1122	non_british_white
HC1122	african
HC1122	s_asian
HC1122	related
HC1122	others
HC1123	white_british
HC1123	non_british_white
HC1123	african
HC1123	s_asian
HC1123	e_asian
HC1123	related
HC1123	others
HC1124	white_british
HC1125	white_british
HC1125	non_british_white
HC1125	african
HC1125	s_asian
HC1125	e_asian
HC1125	related
HC1125	others
HC1126	white_british
HC1126	non_british_white
HC1126	african
HC1126	s_asian
HC1126	e_asian
HC1126	related
HC1126	others
HC1127	white_british
HC1127	non_british_white
HC1127	african
HC1127	s_asian
HC1127	related
HC1127	others
HC1128	white_british
HC1128	non_british_white
HC1128	african
HC1128	s_asian
HC1128	related
HC1128	others
HC1129	white_british
HC1129	non_british_white
HC1129	african
HC1129	s_asian
HC1129	related
HC1129	others
HC112	white_british
HC112	non_british_white
HC112	related
HC112	others
HC1130	white_british
HC1130	non_british_white
HC1130	african
HC1130	s_asian
HC1130	related
HC1130	others
HC1132	white_british
HC1132	non_british_white
HC1132	african
HC1132	s_asian
HC1132	related
HC1132	others
HC1133	white_british
HC1133	non_british_white
HC1133	african
HC1133	s_asian
HC1133	related
HC1133	others
HC1134	white_british
HC1134	non_british_white
HC1134	african
HC1134	s_asian
HC1134	e_asian
HC1134	related
HC1134	others
HC1137	white_british
HC1137	non_british_white
HC1137	s_asian
HC1137	related
HC1137	others
HC1138	white_british
HC1138	non_british_white
HC1138	african
HC1138	s_asian
HC1138	e_asian
HC1138	related
HC1138	others
HC1139	white_british
HC1139	non_british_white
HC1139	african
HC1139	s_asian
HC1139	e_asian
HC1139	related
HC1139	others
HC113	white_british
HC113	non_british_white
HC113	s_asian
HC113	related
HC113	others
HC1140	white_british
HC1140	non_british_white
HC1140	african
HC1140	s_asian
HC1140	related
HC1140	others
HC1141	white_british
HC1141	non_british_white
HC1141	african
HC1141	s_asian
HC1141	related
HC1141	others
HC1142	white_british
HC1142	non_british_white
HC1142	african
HC1142	s_asian
HC1142	e_asian
HC1142	related
HC1142	others
HC1143	white_british
HC1144	white_british
HC1145	white_british
HC1145	related
HC1145	others
HC1146	white_british
HC1148	white_british
HC1148	non_british_white
HC1148	african
HC1148	s_asian
HC1148	e_asian
HC1148	related
HC1148	others
HC1149	white_british
HC1149	non_british_white
HC1149	african
HC1149	s_asian
HC1149	e_asian
HC1149	related
HC1149	others
HC114	white_british
HC114	non_british_white
HC114	african
HC114	s_asian
HC114	related
HC114	others
HC1150	white_british
HC1151	white_british
HC1151	non_british_white
HC1151	s_asian
HC1151	related
HC1151	others
HC1152	white_british
HC1152	non_british_white
HC1152	s_asian
HC1152	related
HC1152	others
HC1153	white_british
HC1153	non_british_white
HC1153	african
HC1153	s_asian
HC1153	related
HC1153	others
HC1154	white_british
HC1155	white_british
HC1155	non_british_white
HC1155	s_asian
HC1155	related
HC1155	others
HC1156	white_british
HC1156	non_british_white
HC1156	african
HC1156	s_asian
HC1156	related
HC1156	others
HC1157	white_british
HC1157	non_british_white
HC1157	african
HC1157	s_asian
HC1157	e_asian
HC1157	related
HC1157	others
HC1158	white_british
HC1158	non_british_white
HC1158	african
HC1158	s_asian
HC1158	e_asian
HC1158	related
HC1158	others
HC1159	white_british
HC1159	non_british_white
HC1159	african
HC1159	s_asian
HC1159	e_asian
HC1159	related
HC1159	others
HC115	white_british
HC115	non_british_white
HC115	s_asian
HC115	related
HC115	others
HC1160	white_british
HC1161	white_british
HC1161	non_british_white
HC1161	african
HC1161	related
HC1161	others
HC1162	white_british
HC1162	non_british_white
HC1162	african
HC1162	s_asian
HC1162	related
HC1162	others
HC1163	white_british
HC1164	white_british
HC1164	non_british_white
HC1164	african
HC1164	s_asian
HC1164	e_asian
HC1164	related
HC1164	others
HC1165	white_british
HC1165	non_british_white
HC1165	related
HC1165	others
HC1166	white_british
HC1166	non_british_white
HC1166	related
HC1166	others
HC1167	white_british
HC1167	non_british_white
HC1167	s_asian
HC1167	related
HC1167	others
HC1169	white_british
HC1169	non_british_white
HC1169	related
HC1169	others
HC116	white_british
HC116	non_british_white
HC116	african
HC116	s_asian
HC116	related
HC116	others
HC1170	white_british
HC1170	non_british_white
HC1170	related
HC1170	others
HC1171	white_british
HC1171	non_british_white
HC1171	s_asian
HC1171	related
HC1171	others
HC1172	white_british
HC1173	white_british
HC1174	white_british
HC1174	non_british_white
HC1174	african
HC1174	s_asian
HC1174	e_asian
HC1174	related
HC1174	others
HC1176	white_british
HC1176	non_british_white
HC1176	african
HC1176	s_asian
HC1176	related
HC1176	others
HC1177	white_british
HC1177	s_asian
HC1178	white_british
HC1178	non_british_white
HC1178	african
HC1178	s_asian
HC1178	e_asian
HC1178	related
HC1178	others
HC1179	white_british
HC1179	non_british_white
HC1179	african
HC1179	related
HC1179	others
HC117	white_british
HC117	non_british_white
HC117	related
HC117	others
HC1180	white_british
HC1181	white_british
HC1181	non_british_white
HC1181	african
HC1181	s_asian
HC1181	related
HC1181	others
HC1182	white_british
HC1182	non_british_white
HC1182	african
HC1182	s_asian
HC1182	e_asian
HC1182	related
HC1182	others
HC1183	white_british
HC1183	non_british_white
HC1183	african
HC1183	s_asian
HC1183	related
HC1183	others
HC1184	white_british
HC1184	non_british_white
HC1184	african
HC1184	s_asian
HC1184	e_asian
HC1184	related
HC1184	others
HC1185	white_british
HC1185	non_british_white
HC1185	african
HC1185	s_asian
HC1185	related
HC1185	others
HC1186	white_british
HC1186	non_british_white
HC1186	related
HC1186	others
HC1187	white_british
HC1188	white_british
HC1188	non_british_white
HC1188	african
HC1188	s_asian
HC1188	related
HC1188	others
HC1189	white_british
HC1189	non_british_white
HC1189	african
HC1189	s_asian
HC1189	e_asian
HC1189	related
HC1189	others
HC118	white_british
HC118	non_british_white
HC118	african
HC118	s_asian
HC118	e_asian
HC118	related
HC118	others
HC1190	white_british
HC1190	non_british_white
HC1190	african
HC1190	s_asian
HC1190	e_asian
HC1190	related
HC1190	others
HC1191	white_british
HC1191	related
HC1191	others
HC1192	white_british
HC1192	non_british_white
HC1192	african
HC1192	s_asian
HC1192	e_asian
HC1192	related
HC1192	others
HC1193	white_british
HC1193	non_british_white
HC1193	african
HC1193	s_asian
HC1193	related
HC1193	others
HC1195	white_british
HC1196	white_british
HC1197	white_british
HC1197	non_british_white
HC1197	african
HC1197	s_asian
HC1197	related
HC1197	others
HC1198	white_british
HC1198	non_british_white
HC1198	african
HC1198	s_asian
HC1198	related
HC1198	others
HC1199	white_british
HC1199	non_british_white
HC1199	african
HC1199	s_asian
HC1199	e_asian
HC1199	related
HC1199	others
HC119	white_british
HC119	non_british_white
HC119	african
HC119	s_asian
HC119	related
HC119	others
HC11	white_british
HC11	non_british_white
HC11	related
HC11	others
HC1200	white_british
HC1200	non_british_white
HC1200	african
HC1200	s_asian
HC1200	related
HC1200	others
HC1201	white_british
HC1201	non_british_white
HC1201	african
HC1201	s_asian
HC1201	related
HC1201	others
HC1202	white_british
HC1202	non_british_white
HC1202	related
HC1202	others
HC1203	white_british
HC1203	non_british_white
HC1203	related
HC1203	others
HC1204	white_british
HC1204	non_british_white
HC1204	african
HC1204	s_asian
HC1204	related
HC1204	others
HC1205	white_british
HC1205	non_british_white
HC1205	african
HC1205	s_asian
HC1205	e_asian
HC1205	related
HC1205	others
HC1206	white_british
HC1207	white_british
HC1207	non_british_white
HC1207	african
HC1207	s_asian
HC1207	related
HC1207	others
HC1208	white_british
HC1209	white_british
HC1209	non_british_white
HC1209	related
HC1209	others
HC120	white_british
HC120	s_asian
HC1211	white_british
HC1211	non_british_white
HC1211	s_asian
HC1211	related
HC1211	others
HC1212	white_british
HC1212	non_british_white
HC1212	african
HC1212	s_asian
HC1212	e_asian
HC1212	related
HC1212	others
HC1213	white_british
HC1213	non_british_white
HC1213	s_asian
HC1213	related
HC1213	others
HC1214	white_british
HC1215	white_british
HC1215	non_british_white
HC1215	african
HC1215	s_asian
HC1215	e_asian
HC1215	related
HC1215	others
HC1216	white_british
HC1216	non_british_white
HC1216	related
HC1216	others
HC1217	white_british
HC1217	non_british_white
HC1217	african
HC1217	related
HC1217	others
HC1218	white_british
HC1218	non_british_white
HC1218	african
HC1218	s_asian
HC1218	e_asian
HC1218	related
HC1218	others
HC1219	white_british
HC1219	non_british_white
HC1219	related
HC1219	others
HC121	white_british
HC121	non_british_white
HC121	african
HC121	s_asian
HC121	related
HC121	others
HC1220	white_british
HC1220	non_british_white
HC1220	african
HC1220	s_asian
HC1220	e_asian
HC1220	related
HC1220	others
HC1221	white_british
HC1221	non_british_white
HC1221	african
HC1221	s_asian
HC1221	e_asian
HC1221	related
HC1221	others
HC1222	white_british
HC1222	non_british_white
HC1222	african
HC1222	s_asian
HC1222	e_asian
HC1222	related
HC1222	others
HC1223	white_british
HC1223	non_british_white
HC1223	s_asian
HC1223	related
HC1223	others
HC1224	white_british
HC1224	non_british_white
HC1224	african
HC1224	s_asian
HC1224	e_asian
HC1224	related
HC1224	others
HC1225	white_british
HC1225	non_british_white
HC1225	african
HC1225	s_asian
HC1225	e_asian
HC1225	related
HC1225	others
HC1226	white_british
HC1226	non_british_white
HC1226	african
HC1226	s_asian
HC1226	related
HC1226	others
HC1227	white_british
HC1227	non_british_white
HC1227	african
HC1227	s_asian
HC1227	related
HC1227	others
HC1228	white_british
HC1228	non_british_white
HC1228	african
HC1228	s_asian
HC1228	e_asian
HC1228	related
HC1228	others
HC1229	white_british
HC1229	non_british_white
HC1229	african
HC1229	s_asian
HC1229	e_asian
HC1229	related
HC1229	others
HC122	white_british
HC122	non_british_white
HC122	african
HC122	s_asian
HC122	related
HC122	others
HC1230	white_british
HC1230	non_british_white
HC1230	african
HC1230	s_asian
HC1230	e_asian
HC1230	related
HC1230	others
HC1231	white_british
HC1231	related
HC1231	others
HC1232	white_british
HC1232	non_british_white
HC1232	s_asian
HC1232	related
HC1232	others
HC1233	white_british
HC1233	non_british_white
HC1233	african
HC1233	s_asian
HC1233	related
HC1233	others
HC1234	white_british
HC1234	non_british_white
HC1234	related
HC1234	others
HC1235	white_british
HC1235	non_british_white
HC1235	related
HC1235	others
HC1236	white_british
HC1236	non_british_white
HC1236	african
HC1236	s_asian
HC1236	related
HC1236	others
HC1237	white_british
HC1238	white_british
HC1238	non_british_white
HC1238	related
HC1238	others
HC1239	white_british
HC1239	non_british_white
HC1239	african
HC1239	s_asian
HC1239	related
HC1239	others
HC123	white_british
HC123	non_british_white
HC123	african
HC123	s_asian
HC123	related
HC123	others
HC1240	white_british
HC1240	related
HC1240	others
HC1241	white_british
HC1241	non_british_white
HC1241	african
HC1241	s_asian
HC1241	related
HC1241	others
HC1242	white_british
HC1242	non_british_white
HC1242	s_asian
HC1242	related
HC1242	others
HC1243	white_british
HC1243	non_british_white
HC1243	african
HC1243	s_asian
HC1243	related
HC1243	others
HC1244	white_british
HC1244	non_british_white
HC1244	african
HC1244	s_asian
HC1244	e_asian
HC1244	related
HC1244	others
HC1245	white_british
HC1245	non_british_white
HC1245	african
HC1245	s_asian
HC1245	e_asian
HC1245	related
HC1245	others
HC1246	white_british
HC1246	non_british_white
HC1246	related
HC1246	others
HC1247	white_british
HC1247	non_british_white
HC1247	african
HC1247	s_asian
HC1247	related
HC1247	others
HC1248	white_british
HC1248	non_british_white
HC1248	african
HC1248	s_asian
HC1248	e_asian
HC1248	related
HC1248	others
HC1249	white_british
HC1249	non_british_white
HC1249	african
HC1249	s_asian
HC1249	e_asian
HC1249	related
HC1249	others
HC124	white_british
HC124	non_british_white
HC124	related
HC124	others
HC1250	white_british
HC1250	non_british_white
HC1250	african
HC1250	s_asian
HC1250	e_asian
HC1250	related
HC1250	others
HC1251	white_british
HC1251	non_british_white
HC1251	african
HC1251	s_asian
HC1251	related
HC1251	others
HC1252	white_british
HC1253	white_british
HC1253	non_british_white
HC1253	african
HC1253	s_asian
HC1253	related
HC1253	others
HC1255	white_british
HC1255	non_british_white
HC1255	african
HC1255	s_asian
HC1255	e_asian
HC1255	related
HC1255	others
HC1256	white_british
HC1256	non_british_white
HC1256	african
HC1256	s_asian
HC1256	related
HC1256	others
HC1257	white_british
HC1257	non_british_white
HC1257	african
HC1257	s_asian
HC1257	e_asian
HC1257	related
HC1257	others
HC1259	white_british
HC1259	non_british_white
HC1259	african
HC1259	s_asian
HC1259	e_asian
HC1259	related
HC1259	others
HC125	white_british
HC125	non_british_white
HC125	african
HC125	s_asian
HC125	e_asian
HC125	related
HC125	others
HC1260	white_british
HC1260	non_british_white
HC1260	african
HC1260	s_asian
HC1260	related
HC1260	others
HC1261	white_british
HC1261	non_british_white
HC1261	african
HC1261	s_asian
HC1261	e_asian
HC1261	related
HC1261	others
HC1263	white_british
HC1263	non_british_white
HC1263	african
HC1263	s_asian
HC1263	e_asian
HC1263	related
HC1263	others
HC1264	white_british
HC1264	non_british_white
HC1264	african
HC1264	s_asian
HC1264	e_asian
HC1264	related
HC1264	others
HC1265	white_british
HC1265	non_british_white
HC1265	african
HC1265	s_asian
HC1265	e_asian
HC1265	related
HC1265	others
HC1266	white_british
HC1266	non_british_white
HC1266	african
HC1266	s_asian
HC1266	e_asian
HC1266	related
HC1266	others
HC1267	white_british
HC1267	non_british_white
HC1267	african
HC1267	s_asian
HC1267	related
HC1267	others
HC1268	white_british
HC1268	non_british_white
HC1268	african
HC1268	s_asian
HC1268	e_asian
HC1268	related
HC1268	others
HC1269	white_british
HC1269	related
HC1269	others
HC126	white_british
HC126	non_british_white
