TableID	FieldID	BasketID	Release_Date
10137	20203	10136	2017-06-28
10137	20204	10136	2017-06-28
10137	20205	10136	2017-06-28
10137	20206	10136	2017-06-28
10137	20252	10136	2017-06-28
10137	20253	10136	2017-06-28
10137	2030	10136	2017-06-28
10137	2040	10136	2017-06-28
10137	2050	10136	2017-06-28
10137	2060	10136	2017-06-28
10137	2070	10136	2017-06-28
10137	2080	10136	2017-06-28
10137	2090	10136	2017-06-28
10137	2100	10136	2017-06-28
10137	21011	10136	2017-06-28
10137	21012	10136	2017-06-28
10137	21013	10136	2017-06-28
10137	21014	10136	2017-06-28
10137	21015	10136	2017-06-28
10137	21016	10136	2017-06-28
10137	21021	10136	2017-06-28
10137	2110	10136	2017-06-28
10137	2207	10136	2017-06-28
10137	2217	10136	2017-06-28
10137	2227	10136	2017-06-28
10137	2237	10136	2017-06-28
10137	22403	10136	2017-06-28
10137	22404	10136	2017-06-28
10137	22405	10136	2017-06-28
10137	22406	10136	2017-06-28
10137	22407	10136	2017-06-28
10137	22408	10136	2017-06-28
10137	22409	10136	2017-06-28
10137	22410	10136	2017-06-28
10137	22411	10136	2017-06-28
10137	22412	10136	2017-06-28
10137	22413	10136	2017-06-28
10137	22414	10136	2017-06-28
10137	22670	10136	2017-06-28
10137	22671	10136	2017-06-28
10137	22672	10136	2017-06-28
10137	22673	10136	2017-06-28
10137	22674	10136	2017-06-28
10137	22675	10136	2017-06-28
10137	22676	10136	2017-06-28
10137	22677	10136	2017-06-28
10137	22678	10136	2017-06-28
10137	22679	10136	2017-06-28
10137	22680	10136	2017-06-28
10137	22681	10136	2017-06-28
10137	22682	10136	2017-06-28
10137	22683	10136	2017-06-28
10137	22684	10136	2017-06-28
10137	22685	10136	2017-06-28
10137	2316	10136	2017-06-28
10137	2335	10136	2017-06-28
10137	2375	10136	2017-06-28
10137	2385	10136	2017-06-28
10137	2395	10136	2017-06-28
10137	2405	10136	2017-06-28
10137	2415	10136	2017-06-28
10137	25781	10136	2017-06-28
10137	25782	10136	2017-06-28
10137	25783	10136	2017-06-28
10137	25784	10136	2017-06-28
10137	25785	10136	2017-06-28
10137	25786	10136	2017-06-28
10137	25787	10136	2017-06-28
10137	25788	10136	2017-06-28
10137	25789	10136	2017-06-28
10137	25790	10136	2017-06-28
10137	25791	10136	2017-06-28
10137	25792	10136	2017-06-28
10137	25793	10136	2017-06-28
10137	25794	10136	2017-06-28
10137	25795	10136	2017-06-28
10137	25796	10136	2017-06-28
10137	25797	10136	2017-06-28
10137	25798	10136	2017-06-28
10137	25799	10136	2017-06-28
10137	25800	10136	2017-06-28
10137	25801	10136	2017-06-28
10137	25802	10136	2017-06-28
10137	25803	10136	2017-06-28
10137	25804	10136	2017-06-28
10137	25805	10136	2017-06-28
10137	25806	10136	2017-06-28
10137	25807	10136	2017-06-28
10137	25808	10136	2017-06-28
10137	25809	10136	2017-06-28
10137	25810	10136	2017-06-28
10137	25811	10136	2017-06-28
10137	25812	10136	2017-06-28
10137	25813	10136	2017-06-28
10137	25814	10136	2017-06-28
10137	25815	10136	2017-06-28
10137	25816	10136	2017-06-28
10137	25817	10136	2017-06-28
10137	25818	10136	2017-06-28
10137	25819	10136	2017-06-28
10137	25820	10136	2017-06-28
10137	25821	10136	2017-06-28
10137	25822	10136	2017-06-28
10137	25823	10136	2017-06-28
10137	25824	10136	2017-06-28
10137	25825	10136	2017-06-28
10137	25826	10136	2017-06-28
10137	25827	10136	2017-06-28
10137	25828	10136	2017-06-28
10137	25829	10136	2017-06-28
10137	25830	10136	2017-06-28
10137	25831	10136	2017-06-28
10137	25832	10136	2017-06-28
10137	25833	10136	2017-06-28
10137	25834	10136	2017-06-28
10137	25835	10136	2017-06-28
10137	25836	10136	2017-06-28
10137	25837	10136	2017-06-28
10137	25838	10136	2017-06-28
10137	25839	10136	2017-06-28
10137	25840	10136	2017-06-28
10137	25841	10136	2017-06-28
10137	25842	10136	2017-06-28
10137	25843	10136	2017-06-28
10137	25844	10136	2017-06-28
10137	25845	10136	2017-06-28
10137	25846	10136	2017-06-28
10137	25847	10136	2017-06-28
10137	25848	10136	2017-06-28
10137	25849	10136	2017-06-28
10137	25850	10136	2017-06-28
10137	25851	10136	2017-06-28
10137	25852	10136	2017-06-28
10137	25853	10136	2017-06-28
10137	25854	10136	2017-06-28
10137	25855	10136	2017-06-28
10137	25856	10136	2017-06-28
10137	25857	10136	2017-06-28
10137	25858	10136	2017-06-28
10137	25859	10136	2017-06-28
10137	25860	10136	2017-06-28
10137	25861	10136	2017-06-28
10137	25862	10136	2017-06-28
10137	25863	10136	2017-06-28
10137	25864	10136	2017-06-28
10137	25865	10136	2017-06-28
10137	25866	10136	2017-06-28
10137	25867	10136	2017-06-28
10137	25868	10136	2017-06-28
10137	25869	10136	2017-06-28
10137	25870	10136	2017-06-28
10137	25871	10136	2017-06-28
10137	25872	10136	2017-06-28
10137	25873	10136	2017-06-28
10137	25874	10136	2017-06-28
10137	25875	10136	2017-06-28
10137	25876	10136	2017-06-28
10137	25877	10136	2017-06-28
10137	25878	10136	2017-06-28
10137	25879	10136	2017-06-28
10137	25880	10136	2017-06-28
10137	25881	10136	2017-06-28
10137	25882	10136	2017-06-28
10137	25883	10136	2017-06-28
10137	25884	10136	2017-06-28
10137	25885	10136	2017-06-28
10137	25886	10136	2017-06-28
10137	25887	10136	2017-06-28
10137	25888	10136	2017-06-28
10137	25889	10136	2017-06-28
10137	25890	10136	2017-06-28
10137	25891	10136	2017-06-28
10137	25892	10136	2017-06-28
10137	25893	10136	2017-06-28
10137	25894	10136	2017-06-28
10137	25895	10136	2017-06-28
10137	25896	10136	2017-06-28
10137	25897	10136	2017-06-28
10137	25898	10136	2017-06-28
10137	25899	10136	2017-06-28
10137	25900	10136	2017-06-28
10137	25901	10136	2017-06-28
10137	25902	10136	2017-06-28
10137	25903	10136	2017-06-28
10137	25904	10136	2017-06-28
10137	25905	10136	2017-06-28
10137	25906	10136	2017-06-28
10137	25907	10136	2017-06-28
10137	25908	10136	2017-06-28
10137	25909	10136	2017-06-28
10137	25910	10136	2017-06-28
10137	25911	10136	2017-06-28
10137	25912	10136	2017-06-28
10137	25913	10136	2017-06-28
10137	25914	10136	2017-06-28
10137	25915	10136	2017-06-28
10137	25916	10136	2017-06-28
10137	25917	10136	2017-06-28
10137	25918	10136	2017-06-28
10137	25919	10136	2017-06-28
10137	25920	10136	2017-06-28
10137	2624	10136	2017-06-28
10137	2634	10136	2017-06-28
10137	2844	10136	2017-06-28
10137	30314	10136	2017-06-28
10137	30324	10136	2017-06-28
10137	30334	10136	2017-06-28
10137	30344	10136	2017-06-28
10137	30354	10136	2017-06-28
10137	30364	10136	2017-06-28
10137	30374	10136	2017-06-28
10137	30384	10136	2017-06-28
10137	30394	10136	2017-06-28
10137	30404	10136	2017-06-28
10137	30414	10136	2017-06-28
10137	30424	10136	2017-06-28
10137	3079	10136	2017-06-28
10137	3166	10136	2017-06-28
10137	3426	10136	2017-06-28
10137	35	10136	2017-06-28
10137	3606	10136	2017-06-28
10137	3616	10136	2017-06-28
10137	3637	10136	2017-06-28
10137	3647	10136	2017-06-28
10137	3751	10136	2017-06-28
10137	38	10136	2017-06-28
10137	40425	10136	2017-06-28
10137	41066	10136	2017-06-28
10137	41067	10136	2017-06-28
10137	41068	10136	2017-06-28
10137	41069	10136	2017-06-28
10137	41070	10136	2017-06-28
10137	41071	10136	2017-06-28
10137	41072	10136	2017-06-28
10137	41073	10136	2017-06-28
10137	41074	10136	2017-06-28
10137	41075	10136	2017-06-28
10137	41113	10136	2017-06-28
10137	41114	10136	2017-06-28
10137	41115	10136	2017-06-28
10137	41116	10136	2017-06-28
10137	41117	10136	2017-06-28
10137	41118	10136	2017-06-28
10137	41119	10136	2017-06-28
10137	41120	10136	2017-06-28
10137	41121	10136	2017-06-28
10137	41122	10136	2017-06-28
10137	41123	10136	2017-06-28
10137	41124	10136	2017-06-28
10137	41125	10136	2017-06-28
10137	41206	10136	2017-06-28
10137	41207	10136	2017-06-28
10137	41208	10136	2017-06-28
10137	41209	10136	2017-06-28
10137	41211	10136	2017-06-28
10137	41212	10136	2017-06-28
10137	41213	10136	2017-06-28
10137	41214	10136	2017-06-28
10137	41215	10136	2017-06-28
10137	41216	10136	2017-06-28
10137	41217	10136	2017-06-28
10137	41218	10136	2017-06-28
10137	41229	10136	2017-06-28
10137	41230	10136	2017-06-28
10137	41231	10136	2017-06-28
10137	41232	10136	2017-06-28
10137	41233	10136	2017-06-28
10137	41235	10136	2017-06-28
10137	41244	10136	2017-06-28
10137	41245	10136	2017-06-28
10137	41246	10136	2017-06-28
10137	41247	10136	2017-06-28
10137	41248	10136	2017-06-28
10137	41249	10136	2017-06-28
10137	41250	10136	2017-06-28
10137	41251	10136	2017-06-28
10137	41253	10136	2017-06-28
10137	4136	10136	2017-06-28
10137	4186	10136	2017-06-28
10137	4194	10136	2017-06-28
10137	4195	10136	2017-06-28
10137	4196	10136	2017-06-28
10137	4198	10136	2017-06-28
10137	4199	10136	2017-06-28
10137	4200	10136	2017-06-28
10137	42000	10136	2017-06-28
10137	42001	10136	2017-06-28
10137	42002	10136	2017-06-28
10137	42003	10136	2017-06-28
10137	42004	10136	2017-06-28
10137	42005	10136	2017-06-28
10137	42006	10136	2017-06-28
10137	42007	10136	2017-06-28
10137	42008	10136	2017-06-28
10137	42009	10136	2017-06-28
10137	42010	10136	2017-06-28
10137	42011	10136	2017-06-28
10137	42012	10136	2017-06-28
10137	42013	10136	2017-06-28
10137	4204	10136	2017-06-28
10137	4206	10136	2017-06-28
10137	4207	10136	2017-06-28
10137	4234	10136	2017-06-28
10137	4235	10136	2017-06-28
10137	4237	10136	2017-06-28
10137	4238	10136	2017-06-28
10137	4239	10136	2017-06-28
10137	4245	10136	2017-06-28
10137	4246	10136	2017-06-28
10137	4247	10136	2017-06-28
10137	4248	10136	2017-06-28
10137	4249	10136	2017-06-28
10137	4272	10136	2017-06-28
10137	4279	10136	2017-06-28
10137	4526	10136	2017-06-28
10137	4537	10136	2017-06-28
10137	4548	10136	2017-06-28
10137	4559	10136	2017-06-28
10137	4570	10136	2017-06-28
10137	4581	10136	2017-06-28
10137	4598	10136	2017-06-28
10137	46	10136	2017-06-28
10137	4609	10136	2017-06-28
10137	4620	10136	2017-06-28
10137	4631	10136	2017-06-28
10137	4642	10136	2017-06-28
10137	4653	10136	2017-06-28
10137	4674	10136	2017-06-28
10137	4689	10136	2017-06-28
10137	47	10136	2017-06-28
10137	4700	10136	2017-06-28
10137	4717	10136	2017-06-28
10137	4728	10136	2017-06-28
10137	5074	10136	2017-06-28
10137	5075	10136	2017-06-28
10137	5076	10136	2017-06-28
10137	5077	10136	2017-06-28
10137	5078	10136	2017-06-28
10137	5079	10136	2017-06-28
10137	5080	10136	2017-06-28
10137	5081	10136	2017-06-28
10137	5082	10136	2017-06-28
10137	5083	10136	2017-06-28
10137	5084	10136	2017-06-28
10137	5085	10136	2017-06-28
10137	5086	10136	2017-06-28
10137	5087	10136	2017-06-28
10137	5088	10136	2017-06-28
10137	5089	10136	2017-06-28
10137	5090	10136	2017-06-28
10137	5091	10136	2017-06-28
10137	5096	10136	2017-06-28
10137	5097	10136	2017-06-28
10137	5098	10136	2017-06-28
10137	5099	10136	2017-06-28
10137	5100	10136	2017-06-28
10137	5101	10136	2017-06-28
10137	5102	10136	2017-06-28
10137	5103	10136	2017-06-28
10137	5104	10136	2017-06-28
10137	5105	10136	2017-06-28
10137	5106	10136	2017-06-28
10137	5107	10136	2017-06-28
10137	5108	10136	2017-06-28
10137	5109	10136	2017-06-28
10137	5110	10136	2017-06-28
10137	5111	10136	2017-06-28
10137	5112	10136	2017-06-28
10137	5113	10136	2017-06-28
10137	5114	10136	2017-06-28
10137	5115	10136	2017-06-28
10137	5116	10136	2017-06-28
10137	5117	10136	2017-06-28
10137	5118	10136	2017-06-28
10137	5119	10136	2017-06-28
10137	5132	10136	2017-06-28
10137	5133	10136	2017-06-28
10137	5134	10136	2017-06-28
10137	5135	10136	2017-06-28
10137	5136	10136	2017-06-28
10137	5138	10136	2017-06-28
10137	5139	10136	2017-06-28
10137	5140	10136	2017-06-28
10137	5141	10136	2017-06-28
10137	5142	10136	2017-06-28
10137	5143	10136	2017-06-28
10137	5144	10136	2017-06-28
10137	5145	10136	2017-06-28
10137	5146	10136	2017-06-28
10137	5147	10136	2017-06-28
10137	5148	10136	2017-06-28
10137	5149	10136	2017-06-28
10137	5152	10136	2017-06-28
10137	5155	10136	2017-06-28
10137	5156	10136	2017-06-28
10137	5157	10136	2017-06-28
10137	5158	10136	2017-06-28
10137	5159	10136	2017-06-28
10137	5160	10136	2017-06-28
10137	5161	10136	2017-06-28
10137	5162	10136	2017-06-28
10137	5163	10136	2017-06-28
10137	5164	10136	2017-06-28
10137	5181	10136	2017-06-28
10137	5182	10136	2017-06-28
10137	5183	10136	2017-06-28
10137	5186	10136	2017-06-28
10137	5188	10136	2017-06-28
10137	5189	10136	2017-06-28
10137	5190	10136	2017-06-28
10137	5191	10136	2017-06-28
10137	5193	10136	2017-06-28
10137	5194	10136	2017-06-28
10137	5196	10136	2017-06-28
10137	5199	10136	2017-06-28
10137	5200	10136	2017-06-28
10137	5202	10136	2017-06-28
10137	5204	10136	2017-06-28
10137	5205	10136	2017-06-28
10137	5206	10136	2017-06-28
10137	5207	10136	2017-06-28
10137	5209	10136	2017-06-28
10137	5211	10136	2017-06-28
10137	5212	10136	2017-06-28
10137	5214	10136	2017-06-28
10137	5215	10136	2017-06-28
10137	5221	10136	2017-06-28
10137	5237	10136	2017-06-28
10137	5251	10136	2017-06-28
10137	5253	10136	2017-06-28
10137	5254	10136	2017-06-28
10137	5255	10136	2017-06-28
10137	5256	10136	2017-06-28
10137	5257	10136	2017-06-28
10137	5258	10136	2017-06-28
10137	5259	10136	2017-06-28
10137	5261	10136	2017-06-28
10137	5262	10136	2017-06-28
10137	5263	10136	2017-06-28
10137	5264	10136	2017-06-28
10137	5265	10136	2017-06-28
10137	5266	10136	2017-06-28
10137	5267	10136	2017-06-28
10137	5270	10136	2017-06-28
10137	5273	10136	2017-06-28
10137	5274	10136	2017-06-28
10137	5276	10136	2017-06-28
10137	5292	10136	2017-06-28
10137	5306	10136	2017-06-28
10137	5324	10136	2017-06-28
10137	5325	10136	2017-06-28
10137	5326	10136	2017-06-28
10137	5327	10136	2017-06-28
10137	5328	10136	2017-06-28
10137	5375	10136	2017-06-28
10137	5386	10136	2017-06-28
10137	5408	10136	2017-06-28
10137	5419	10136	2017-06-28
10137	5430	10136	2017-06-28
10137	5441	10136	2017-06-28
10137	5452	10136	2017-06-28
10137	5463	10136	2017-06-28
10137	5474	10136	2017-06-28
10137	5485	10136	2017-06-28
10137	5496	10136	2017-06-28
10137	5507	10136	2017-06-28
10137	5518	10136	2017-06-28
10137	5529	10136	2017-06-28
10137	5540	10136	2017-06-28
10137	5610	10136	2017-06-28
10137	5663	10136	2017-06-28
10137	5674	10136	2017-06-28
10137	5832	10136	2017-06-28
10137	5843	10136	2017-06-28
10137	5855	10136	2017-06-28
10137	5877	10136	2017-06-28
10137	5890	10136	2017-06-28
10137	5901	10136	2017-06-28
10137	5912	10136	2017-06-28
10137	5923	10136	2017-06-28
10137	5934	10136	2017-06-28
10137	5945	10136	2017-06-28
10137	5983	10136	2017-06-28
10137	5984	10136	2017-06-28
10137	5985	10136	2017-06-28
10137	5986	10136	2017-06-28
10137	5987	10136	2017-06-28
10137	5988	10136	2017-06-28
10137	5991	10136	2017-06-28
10137	5992	10136	2017-06-28
10137	5993	10136	2017-06-28
10137	6014	10136	2017-06-28
10137	6015	10136	2017-06-28
10137	6016	10136	2017-06-28
10137	6017	10136	2017-06-28
10137	6019	10136	2017-06-28
10137	6020	10136	2017-06-28
10137	6023	10136	2017-06-28
10137	6024	10136	2017-06-28
10137	6025	10136	2017-06-28
10137	6032	10136	2017-06-28
10137	6033	10136	2017-06-28
10137	6034	10136	2017-06-28
10137	6038	10136	2017-06-28
10137	6039	10136	2017-06-28
10137	6070	10136	2017-06-28
10137	6071	10136	2017-06-28
10137	6072	10136	2017-06-28
10137	6073	10136	2017-06-28
10137	6119	10136	2017-06-28
10137	6143	10136	2017-06-28
10137	6145	10136	2017-06-28
10137	6147	10136	2017-06-28
10137	6148	10136	2017-06-28
10137	6156	10136	2017-06-28
10137	6160	10136	2017-06-28
10137	6162	10136	2017-06-28
10137	6164	10136	2017-06-28
10137	6205	10136	2017-06-28
10137	68	10136	2017-06-28
10137	74	10136	2017-06-28
10137	757	10136	2017-06-28
10137	767	10136	2017-06-28
10137	777	10136	2017-06-28
10137	806	10136	2017-06-28
10137	816	10136	2017-06-28
10137	826	10136	2017-06-28
10137	864	10136	2017-06-28
10137	874	10136	2017-06-28
10137	884	10136	2017-06-28
10137	894	10136	2017-06-28
10137	90001	10136	2017-06-28
10137	90004	10136	2017-06-28
10137	904	10136	2017-06-28
10137	914	10136	2017-06-28
10137	92	10136	2017-06-28
10137	924	10136	2017-06-28
10137	943	10136	2017-06-28
10137	971	10136	2017-06-28
10137	981	10136	2017-06-28
10137	991	10136	2017-06-28
10484	20400	10483	2017-09-04
10484	20401	10483	2017-09-04
10484	20403	10483	2017-09-04
10484	20404	10483	2017-09-04
10484	20405	10483	2017-09-04
10484	20406	10483	2017-09-04
10484	20407	10483	2017-09-04
10484	20408	10483	2017-09-04
10484	20409	10483	2017-09-04
10484	20410	10483	2017-09-04
10484	20411	10483	2017-09-04
10484	20412	10483	2017-09-04
10484	20413	10483	2017-09-04
10484	20414	10483	2017-09-04
10484	20415	10483	2017-09-04
10484	20416	10483	2017-09-04
10484	20417	10483	2017-09-04
10484	20418	10483	2017-09-04
10484	20419	10483	2017-09-04
10484	20420	10483	2017-09-04
10484	20421	10483	2017-09-04
10484	20422	10483	2017-09-04
10484	20423	10483	2017-09-04
10484	20425	10483	2017-09-04
10484	20426	10483	2017-09-04
10484	20427	10483	2017-09-04
10484	20428	10483	2017-09-04
10484	20429	10483	2017-09-04
10484	20431	10483	2017-09-04
10484	20432	10483	2017-09-04
10484	20433	10483	2017-09-04
10484	20434	10483	2017-09-04
10484	20435	10483	2017-09-04
10484	20436	10483	2017-09-04
10484	20437	10483	2017-09-04
10484	20438	10483	2017-09-04
10484	20439	10483	2017-09-04
10484	20440	10483	2017-09-04
10484	20441	10483	2017-09-04
10484	20442	10483	2017-09-04
10484	20445	10483	2017-09-04
10484	20446	10483	2017-09-04
10484	20447	10483	2017-09-04
10484	20448	10483	2017-09-04
10484	20449	10483	2017-09-04
10484	20450	10483	2017-09-04
10484	20453	10483	2017-09-04
10484	20454	10483	2017-09-04
10484	20455	10483	2017-09-04
10484	20456	10483	2017-09-04
10484	20457	10483	2017-09-04
10484	20458	10483	2017-09-04
10484	20459	10483	2017-09-04
10484	20460	10483	2017-09-04
10484	20461	10483	2017-09-04
10484	20462	10483	2017-09-04
10484	20463	10483	2017-09-04
10484	20465	10483	2017-09-04
10484	20466	10483	2017-09-04
10484	20467	10483	2017-09-04
10484	20468	10483	2017-09-04
10484	20470	10483	2017-09-04
10484	20471	10483	2017-09-04
10484	20473	10483	2017-09-04
10484	20474	10483	2017-09-04
10484	20476	10483	2017-09-04
10484	20477	10483	2017-09-04
10484	20479	10483	2017-09-04
10484	20480	10483	2017-09-04
10484	20481	10483	2017-09-04
10484	20482	10483	2017-09-04
10484	20483	10483	2017-09-04
10484	20484	10483	2017-09-04
10484	20485	10483	2017-09-04
10484	20486	10483	2017-09-04
10484	20487	10483	2017-09-04
10484	20488	10483	2017-09-04
10484	20489	10483	2017-09-04
10484	20490	10483	2017-09-04
10484	20491	10483	2017-09-04
10484	20492	10483	2017-09-04
10484	20493	10483	2017-09-04
10484	20494	10483	2017-09-04
10484	20495	10483	2017-09-04
10484	20496	10483	2017-09-04
10484	20497	10483	2017-09-04
10484	20498	10483	2017-09-04
10484	20499	10483	2017-09-04
10484	20500	10483	2017-09-04
10484	20501	10483	2017-09-04
10484	20502	10483	2017-09-04
10484	20503	10483	2017-09-04
10484	20504	10483	2017-09-04
10484	20505	10483	2017-09-04
10484	20506	10483	2017-09-04
10484	20507	10483	2017-09-04
10484	20508	10483	2017-09-04
10484	20509	10483	2017-09-04
10484	20510	10483	2017-09-04
10484	20511	10483	2017-09-04
10484	20512	10483	2017-09-04
10484	20513	10483	2017-09-04
10484	20514	10483	2017-09-04
10484	20515	10483	2017-09-04
10484	20516	10483	2017-09-04
10484	20517	10483	2017-09-04
10484	20518	10483	2017-09-04
10484	20519	10483	2017-09-04
10484	20520	10483	2017-09-04
10484	20521	10483	2017-09-04
10484	20522	10483	2017-09-04
10484	20523	10483	2017-09-04
10484	20524	10483	2017-09-04
10484	20525	10483	2017-09-04
10484	20526	10483	2017-09-04
10484	20527	10483	2017-09-04
10484	20528	10483	2017-09-04
10484	20529	10483	2017-09-04
10484	20530	10483	2017-09-04
10484	20531	10483	2017-09-04
10484	20532	10483	2017-09-04
10484	20533	10483	2017-09-04
10484	20534	10483	2017-09-04
10484	20535	10483	2017-09-04
10484	20536	10483	2017-09-04
10484	20537	10483	2017-09-04
10484	20538	10483	2017-09-04
10484	20539	10483	2017-09-04
10484	20540	10483	2017-09-04
10484	20541	10483	2017-09-04
10484	20542	10483	2017-09-04
10484	20543	10483	2017-09-04
10484	20544	10483	2017-09-04
10484	20546	10483	2017-09-04
10484	20547	10483	2017-09-04
10484	20548	10483	2017-09-04
10484	20549	10483	2017-09-04
10484	20550	10483	2017-09-04
10484	20551	10483	2017-09-04
10484	20552	10483	2017-09-04
10484	20553	10483	2017-09-04
10484	20554	10483	2017-09-04
11140	23098	11139	2017-11-03
11140	23099	11139	2017-11-03
11140	23100	11139	2017-11-03
11140	23101	11139	2017-11-03
11140	23102	11139	2017-11-03
11140	23104	11139	2017-11-03
11140	23105	11139	2017-11-03
11140	23106	11139	2017-11-03
11140	23107	11139	2017-11-03
11140	23108	11139	2017-11-03
11140	23109	11139	2017-11-03
11140	23110	11139	2017-11-03
11140	23111	11139	2017-11-03
11140	23112	11139	2017-11-03
11140	23113	11139	2017-11-03
11140	23114	11139	2017-11-03
11140	23115	11139	2017-11-03
11140	23116	11139	2017-11-03
11140	23117	11139	2017-11-03
11140	23118	11139	2017-11-03
11140	23119	11139	2017-11-03
11140	23120	11139	2017-11-03
11140	23121	11139	2017-11-03
11140	23122	11139	2017-11-03
11140	23123	11139	2017-11-03
11140	23124	11139	2017-11-03
11140	23125	11139	2017-11-03
11140	23126	11139	2017-11-03
11140	23127	11139	2017-11-03
11140	23128	11139	2017-11-03
11140	23129	11139	2017-11-03
11140	23130	11139	2017-11-03
11140	24003	11139	2017-11-03
11140	24004	11139	2017-11-03
11140	24005	11139	2017-11-03
11140	24006	11139	2017-11-03
11140	24007	11139	2017-11-03
11140	24008	11139	2017-11-03
11140	24009	11139	2017-11-03
11140	24010	11139	2017-11-03
11140	24011	11139	2017-11-03
11140	24012	11139	2017-11-03
11140	24013	11139	2017-11-03
11140	24014	11139	2017-11-03
11140	24015	11139	2017-11-03
11140	24016	11139	2017-11-03
11140	24017	11139	2017-11-03
11140	24018	11139	2017-11-03
11140	24019	11139	2017-11-03
11140	24020	11139	2017-11-03
11140	24021	11139	2017-11-03
11140	24022	11139	2017-11-03
11140	24023	11139	2017-11-03
11140	24024	11139	2017-11-03
11140	43	11139	2017-11-03
11140	6218	11139	2017-11-03
11140	6219	11139	2017-11-03
11140	6220	11139	2017-11-03
11140	6221	11139	2017-11-03
11140	6222	11139	2017-11-03
21730	10132	2000269	2018-04-18
21730	10133	2000269	2018-04-18
21730	10134	2000269	2018-04-18
21730	10136	2000269	2018-04-18
21730	10137	2000269	2018-04-18
21730	10138	2000269	2018-04-18
21730	10139	2000269	2018-04-18
21730	10140	2000269	2018-04-18
21730	10141	2000269	2018-04-18
21730	10147	2000269	2018-04-18
