p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	-0.2481	0.0613	-4.048	5.1654e-05	0.0319	0.0061	1.0038	0.0077	-0.0262	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	-0.178	0.0249	-7.1502	8.6645e-13	0.0531	0.0026	1.0128	0.0072	-0.1296	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.0872	0.0252	-3.463	0.0005	0.0353	0.0023	1.0031	0.0073	-0.0912	0.0057
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.1762	0.0243	-7.2525	4.0903e-13	0.0574	0.0027	1.0149	0.0073	-0.1243	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	-0.0316	0.0427	-0.7405	0.459	0.1321	0.0111	1.0683	0.0226	-0.047	0.0128
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	-0.2656	0.0346	-7.6672	1.7578e-14	0.1236	0.0086	1.047	0.0111	-0.2316	0.0094
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	-0.0561	0.0311	-1.8032	0.0714	0.1214	0.0116	1.0973	0.0439	-0.0201	0.0093
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	0.1066	0.0449	2.3745	0.0176	0.1073	0.0442	1.1069	0.0913	0.0563	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0747	0.0266	-2.8111	0.0049	0.109	0.0075	1.0412	0.0113	-0.1073	0.0075
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	-0.045	0.0274	-1.6439	0.1002	0.18	0.012	1.1203	0.0224	-0.0649	0.009
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.1055	0.0233	-4.5291	5.9237e-06	0.2041	0.0255	1.1042	0.02	-0.1038	0.0102
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	-0.14	0.0408	-3.4329	0.0006	0.187	0.018	1.0931	0.0279	-0.2362	0.0088
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	-0.0036	0.0216	-0.1655	0.8685	0.1236	0.0129	1.0399	0.0118	0.0041	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	0.1266	0.0444	2.852	0.0043	0.1247	0.042	1.1643	0.1306	0.0611	0.0084
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	0.5861	0.0599	9.7867	1.2837e-22	0.0755	0.0097	1.0088	0.0091	0.1991	0.0089
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	-0.0819	0.0358	-2.2849	0.0223	0.1504	0.0194	1.1023	0.0403	-0.0695	0.0135
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.2888	0.0459	-6.291	3.1540e-10	0.1844	0.033	1.0294	0.029	-0.3175	0.0091
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	0.306	0.0323	9.4587	3.1174e-21	0.1306	0.0116	1.0759	0.0301	0.3079	0.0105
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	0.0464	0.0277	1.6767	0.0936	0.172	0.0116	1.1194	0.0217	0.0652	0.009
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	-0.0639	0.0336	-1.9001	0.0574	0.1857	0.0181	1.0859	0.0235	-0.0455	0.0091
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	-0.0784	0.0628	-1.2486	0.2118	0.0319	0.0061	1.0038	0.0077	-0.0106	0.0071
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	-0.0274	0.0262	-1.0452	0.2959	0.0531	0.0026	1.0127	0.0072	-0.0195	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	0.0182	0.036	0.5065	0.6125	0.0353	0.0023	1.003	0.0073	-0.0073	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.1109	0.0274	-4.0544	5.0259e-05	0.0574	0.0027	1.0148	0.0073	-0.0737	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0141	0.0348	-0.4053	0.6853	0.109	0.0075	1.041	0.0113	-0.0494	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	0.0821	0.0259	3.1737	0.0015	0.1799	0.0119	1.1205	0.0224	0.0542	0.0092
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	0.0103	0.0314	0.327	0.7436	0.2042	0.0255	1.1041	0.02	-0.0379	0.0074
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	-0.0095	0.0511	-0.1856	0.8528	0.1236	0.0129	1.0399	0.0118	-0.0192	0.0062
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	-0.0453	0.0295	-1.5348	0.1248	0.1504	0.0194	1.1022	0.0403	0.0662	0.0079
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.0555	0.0244	-2.2785	0.0227	0.1844	0.033	1.0293	0.029	0.013	0.0077
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	-0.0822	0.0267	-3.0827	0.0021	0.1719	0.0116	1.1196	0.0217	-0.0501	0.0092
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	-0.1142	0.0345	-3.3073	0.0009	0.1857	0.0181	1.0858	0.0235	-0.0742	0.0087
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	-0.0695	0.0759	-0.9157	0.3598	0.0319	0.0061	1.0038	0.0077	-0.0134	0.0053
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	-0.0825	0.0276	-2.9932	0.0028	0.053	0.0026	1.0128	0.0072	-0.0258	0.0052
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.0312	0.029	-1.0756	0.2821	0.0353	0.0023	1.0031	0.0073	-0.0219	0.0049
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.126	0.0281	-4.4899	7.1247e-06	0.0574	0.0027	1.0147	0.0073	-0.0242	0.0048
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	-0.1145	0.0363	-3.1513	0.0016	0.1321	0.0112	1.0684	0.0226	0.0134	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	-0.0718	0.0287	-2.4988	0.0125	0.1236	0.0086	1.0469	0.0111	-0.0423	0.0062
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	0.0221	0.0385	0.5748	0.5654	0.1214	0.0116	1.0972	0.0439	-0.0055	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	0.0799	0.0332	2.4084	0.016	0.1073	0.0442	1.1069	0.0913	0.0624	0.0057
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0383	0.0328	-1.1698	0.2421	0.109	0.0075	1.041	0.0113	-0.076	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	-0.0159	0.0288	-0.5518	0.5811	0.1799	0.0119	1.1206	0.0224	-0.0083	0.0073
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.0476	0.0265	-1.7924	0.0731	0.2041	0.0255	1.1042	0.02	0.021	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	0.0021	0.0348	0.0594	0.9526	0.187	0.018	1.0932	0.0279	-0.0299	0.0064
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	-0.0843	0.0288	-2.9241	0.0035	0.1236	0.0129	1.0399	0.0118	-0.0403	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	0.0803	0.0319	2.5173	0.0118	0.1246	0.042	1.1644	0.1306	0.0844	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.0187	0.0448	0.4176	0.6762	0.1504	0.0194	1.1024	0.0403	0.0516	0.0083
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.0678	0.0322	-2.1036	0.0354	0.1843	0.033	1.0296	0.029	-0.0255	0.0071
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	0.1077	0.0319	3.379	0.0007	0.1306	0.0116	1.0759	0.0301	0.0549	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	0.0156	0.0289	0.5389	0.59	0.1719	0.0116	1.1197	0.0217	0.0101	0.0072
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.0909	0.0404	2.2526	0.0243	0.1857	0.0181	1.086	0.0235	0.0494	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0096	0.0316	-0.3041	0.7611	0.109	0.0076	1.0413	0.0113	0.0148	0.0085
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	0.1601	0.0286	5.5929	2.2335e-08	0.1844	0.033	1.0294	0.029	0.125	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	0.3448	0.0511	6.7497	1.4811e-11	0.0319	0.0061	1.0038	0.0077	0.0382	0.0057
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	0.1896	0.0322	5.8818	4.0593e-09	0.0531	0.0026	1.0127	0.0072	0.1183	0.0073
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	0.0863	0.0339	2.5427	0.011	0.0353	0.0023	1.003	0.0073	0.0466	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	0.211	0.0363	5.8166	6.0045e-09	0.0574	0.0027	1.0148	0.0073	0.1192	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	0.136	0.0369	3.686	0.0002	0.1321	0.0111	1.0683	0.0226	0.0231	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	0.2974	0.0422	7.0445	1.8615e-12	0.1236	0.0086	1.047	0.0111	0.2884	0.0087
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	0.2029	0.0303	6.6952	2.1536e-11	0.1214	0.0116	1.0973	0.0439	0.1019	0.0095
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	-0.2097	0.0525	-3.9969	6.4169e-05	0.1073	0.0442	1.1069	0.0913	-0.1991	0.0071
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0648	0.0295	2.1965	0.0281	0.109	0.0075	1.0412	0.0113	0.0398	0.007
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	-0.0179	0.0315	-0.5686	0.5696	0.18	0.0119	1.1205	0.0224	0.0314	0.0093
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	0.1339	0.0327	4.092	4.2768e-05	0.2041	0.0255	1.1042	0.02	0.2215	0.009
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	0.3445	0.0401	8.5836	9.1935e-18	0.187	0.018	1.0931	0.0279	0.3003	0.0097
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030740.array-combined.sumstats.gz	0.1128	0.048	2.3518	0.0187	0.07	0.0071	1.0617	0.0306	0.1043	0.0084
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030750.array-combined.sumstats.gz	0.1807	0.0355	5.0937	3.5114e-07	0.1989	0.016	1.1185	0.0262	0.1751	0.0083
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	-0.0767	0.0337	-2.2787	0.0227	0.2106	0.0131	1.0877	0.0209	-0.0224	0.0097
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0045	0.0233	0.1908	0.8487	0.1236	0.0129	1.0399	0.0118	-0.0137	0.0079
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	-0.382	0.0431	-8.8556	8.3207e-19	0.2101	0.0353	1.0777	0.0228	-0.3565	0.0098
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	-0.1129	0.0364	-3.0992	0.0019	0.1247	0.042	1.1643	0.1306	-0.1719	0.0087
